gene_symbol	TCGA-OR-A5J1-01A-11R-A29S-07	TCGA-OR-A5J2-01A-11R-A29S-07	TCGA-OR-A5J3-01A-11R-A29S-07	TCGA-OR-A5J5-01A-11R-A29S-07	TCGA-OR-A5J6-01A-31R-A29S-07	TCGA-OR-A5J7-01A-11R-A29S-07	TCGA-OR-A5J8-01A-11R-A29S-07	TCGA-OR-A5J9-01A-11R-A29S-07	TCGA-OR-A5JA-01A-11R-A29S-07	TCGA-OR-A5JB-01A-11R-A29S-07	TCGA-OR-A5JC-01A-11R-A29S-07	TCGA-OR-A5JD-01A-11R-A29S-07	TCGA-OR-A5JE-01A-11R-A29S-07	TCGA-OR-A5JF-01A-11R-A29S-07	TCGA-OR-A5JG-01A-11R-A29S-07	TCGA-OR-A5JI-01A-11R-A29S-07	TCGA-OR-A5JJ-01A-11R-A29S-07	TCGA-OR-A5JK-01A-11R-A29S-07	TCGA-OR-A5JL-01A-11R-A29S-07	TCGA-OR-A5JM-01A-11R-A29S-07	TCGA-OR-A5JO-01A-11R-A29S-07	TCGA-OR-A5JP-01A-11R-A29S-07	TCGA-OR-A5JQ-01A-11R-A29S-07	TCGA-OR-A5JR-01A-11R-A29S-07	TCGA-OR-A5JS-01A-11R-A29S-07	TCGA-OR-A5JT-01A-11R-A29S-07	TCGA-OR-A5JV-01A-11R-A29S-07	TCGA-OR-A5JW-01A-11R-A29S-07	TCGA-OR-A5JX-01A-11R-A29S-07	TCGA-OR-A5JY-01A-31R-A29S-07	TCGA-OR-A5JZ-01A-11R-A29S-07	TCGA-OR-A5K0-01A-11R-A29S-07	TCGA-OR-A5K1-01A-11R-A29S-07	TCGA-OR-A5K2-01A-11R-A29S-07	TCGA-OR-A5K3-01A-11R-A29S-07	TCGA-OR-A5K4-01A-11R-A29S-07	TCGA-OR-A5K5-01A-11R-A29S-07	TCGA-OR-A5K6-01A-11R-A29S-07	TCGA-OR-A5K8-01A-11R-A29S-07	TCGA-OR-A5K9-01A-11R-A29S-07	TCGA-OR-A5KO-01A-11R-A29S-07	TCGA-OR-A5KT-01A-11R-A29S-07	TCGA-OR-A5KU-01A-11R-A29S-07	TCGA-OR-A5KV-01A-11R-A29S-07	TCGA-OR-A5KW-01A-11R-A29S-07	TCGA-OR-A5KX-01A-11R-A29S-07	TCGA-OR-A5KY-01A-11R-A29S-07	TCGA-OR-A5KZ-01A-11R-A29S-07	TCGA-OR-A5L3-01A-11R-A29S-07	TCGA-OR-A5L4-01A-11R-A29S-07	TCGA-OR-A5L5-01A-11R-A29S-07	TCGA-OR-A5L6-01A-11R-A29S-07	TCGA-OR-A5L8-01A-11R-A29S-07	TCGA-OR-A5L9-01A-11R-A29S-07	TCGA-OR-A5LA-01A-11R-A29S-07	TCGA-OR-A5LB-01A-11R-A29S-07	TCGA-OR-A5LC-01A-11R-A29S-07	TCGA-OR-A5LD-01A-11R-A29S-07	TCGA-OR-A5LE-01A-11R-A29S-07	TCGA-OR-A5LG-01A-11R-A29S-07	TCGA-OR-A5LH-01A-11R-A29S-07	TCGA-OR-A5LJ-01A-11R-A29S-07	TCGA-OR-A5LK-01A-11R-A29S-07	TCGA-OR-A5LL-01A-11R-A29S-07	TCGA-OR-A5LM-01A-11R-A29S-07	TCGA-OR-A5LN-01A-11R-A29S-07	TCGA-OR-A5LO-01A-11R-A29S-07	TCGA-OR-A5LP-01A-11R-A29S-07	TCGA-OR-A5LR-01A-11R-A29S-07	TCGA-OR-A5LS-01A-11R-A29S-07	TCGA-OR-A5LT-01A-11R-A29S-07	TCGA-OU-A5PI-01A-12R-A29S-07	TCGA-P6-A5OF-01A-11R-A29S-07	TCGA-P6-A5OG-01A-22R-A29S-07	TCGA-PA-A5YG-01A-11R-A29S-07	TCGA-PK-A5H8-01A-11R-A29S-07	TCGA-PK-A5H9-01A-11R-A29S-07	TCGA-PK-A5HA-01A-11R-A29S-07	TCGA-PK-A5HB-01A-11R-A29S-07
PRKCA	172.4304	78.1103	1570.7303	429.8993	6284.3435	762.5351	1466.639	625.9036	1929.1755	687.9804	1085.8779	10501.8204	432.1267	884.2552	1204.3531	8229.4172	388.2195	665.1411	1202.7249	2341.3793	1694.2541	3196.7501	6532.4973	9818.7793	604.1435	9712.1876	1455.3479	1067.5735	2010.7021	2188.5356	3424.3493	346.1945	4305.2781	396.4586	5190.1682	8129.4891	134.5889	250.8834	1238.0261	707.5638	439.0815	7739.8844	1290.2261	117.2387	892.1291	4458.413	138.5722	68.4848	1036.8304	4107.8205	5307.4823	3001.8692	84.597	3682.7957	4299.9113	676.5357	40.0271	1553.5957	15.9909	205.2099	2262.2313	173.1689	1242.3729	4716.0162	1167.0419	5967.6301	945.2186	4613.8623	7085.3556	453.3288	3187.0748	630.5587	1046.5389	571.7382	2478.0398	3594.6284	2452.4121	6228.2249	3271.8524
ANLN	79.2507	620.8561	191.3791	439.1944	26.2663	1609.7072	908.8272	186.9891	1559.1966	1976.1613	437.659	96.4806	424.2081	99.2374	694.3437	105.4579	760.3748	315.0267	743.2464	2396.1207	115.5419	573.5617	565.741	812.2066	857.1957	980.2203	654.7248	109.2584	24.6473	2336.3189	793.283	454.5455	1202.3973	448.2833	354.4631	1025.8508	449.7014	123.1701	364.2961	1031.2225	2021.0872	140.6551	106.8959	59.005	666.3967	338.9101	1761.1511	3527.2727	24.5536	1063.3091	88.4762	648.5981	143.2562	166.6667	104.7028	181.8394	748.3039	222.5237	1289.1163	308.0423	122.7208	531.0848	167.7966	15.5526	373.4054	123.6994	626.1413	161.3177	483.682	333.3898	482.9932	188.1414	586.625	1185.5223	154.8775	986.8832	55.8318	316.4278	2726.9447
PDCD4	5081.6955	2166.9809	1199.4608	10296.8009	8595.3444	2579.2218	1761.177	5565.1466	3572.6057	1258.7011	6531.8321	1040.8799	1436.7251	2364.1664	1521.9293	1349.7595	2415.8278	5474.1724	2699.953	2881.6336	2038.963	2115.2701	1448.0143	1507.6901	1490.9952	3063.3708	8585.9709	1796.8934	3655.8716	867.5325	2399.5903	2042.7431	2799.8965	1791.6217	4012.5614	7145.2215	923.2246	1175.3559	7017.5036	2088.8083	7655.9747	2112.447	927.5649	1788.0563	3982.0602	9248.217	2393.2131	2634.1758	917.2433	1017.9606	1382.3648	1766.8972	2950.2275	6979.5161	2911.7303	3506.1476	2658.0326	4771.2754	2948.5092	5942.3592	4319.2316	4086.2673	4683.2542	2072.134	5273.9187	1329.0289	4669.1446	954.3837	4667.4561	2635.7174	1609.1752	2273.2155	3396.1439	1289.974	1575.8946	4083.5353	4671.3565	1323.7652	660.2005
SHC1	3373.1988	4235.6716	2926.9738	3783.8885	1832.4911	4034.0955	3285.9511	3169.9757	2126.8499	29203.9657	2825.0636	1885.3155	1725.6787	2346.1724	2343.1412	2556.8918	1473.0031	3454.6148	2076.1099	1370.2586	3542.9239	5892.4023	1932.5172	2053.9906	5064.7429	2791.8986	3070.6127	2231.6806	3313.7668	1582.6243	2808.3963	4524.3129	2861.9044	2618.0091	2379.0427	2362.6503	3033.073	3184.7552	2619.7388	4167.9859	1698.6879	4080.9249	3277.1445	2996.9148	3124.0718	2409.1778	4612.2856	1870.9091	3523.4375	2690.548	2591.4801	3327.1028	2645.6504	3048.3871	2990.2396	2132.6495	2936.9064	3318.8602	2062.8321	4075.9868	2545.6469	1423.106	2513.5593	18687.6028	3118.7153	2984.9711	1954.3489	3307.4535	2961.5063	2443.5033	2204.932	2295.325	2489.6363	9089.7269	2531.2067	2417.8638	2813.5741	3103.6384	4052.927
TTF1	197.8866	192.4573	180.1215	318.3579	276.0752	234.657	370.0787	316.1816	380.0211	399.2425	176.8448	341.6262	243.2127	291.1478	350.3963	214.6161	464.5248	186.1175	181.3484	239.2241	341.7664	170.8388	312.9292	213.1455	201.2579	197.0863	297.5078	271.1716	169.2881	202.4183	224.3493	320.296	216.1334	272.0795	146.1837	219.0648	275.6086	205.4518	246.7344	230.8707	354.7329	209.0559	183.8909	251.0605	199.271	675.4302	331.5993	395.1515	142.8571	202.8728	197.16	222.4299	208.3001	64.5161	157.0541	326.3784	221.1669	191.3161	296.4475	308.0423	169.9568	420.8407	172.8814	281.1425	88.8489	186.1272	172.5132	220.3794	257.7406	212.7732	312.0748	302.7366	245.9914	240.1387	200.1849	174.8907	216.6972	327.4531	328.3881
SMAD1	175.7925	328.1438	234.6319	378.0015	289.4878	175.2908	834.2312	471.8926	306.0254	206.7506	275.4453	371.3592	181.5611	392.3159	356.3079	438.4829	226.2383	273.074	407.7989	137.069	1005.3222	281.5108	395.74	453.0516	184.6097	382.8023	267.9128	458.9732	250.3648	188.9834	308.984	378.9641	420.6735	105.3768	115.1358	436.4488	123.5645	275.1136	161.103	372.0317	410.0281	444.1233	603.2517	166.988	215.4719	386.2333	246.5966	424.2424	139.5089	222.7345	222.8291	269.1589	306.0654	118.2796	249.3345	436.4145	259.8372	284.9389	110.7066	215.6751	487.1786	239.114	291.5254	237.4757	403.4219	317.9191	775.1081	280.7633	237.6569	252.7528	336.7347	480.6157	365.6629	1172.5184	376.3292	160.5247	811.6549	306.505	202.8869
STMN1	1491.8348	2373.5061	889.3497	6137.103	1155.7156	6681.5082	2533.7754	1981.7448	4406.9767	8811.8525	3309.1603	868.932	4621.0407	786.5624	1958.8875	1419.0564	4037.4833	1409.611	1526.8969	5249.1379	2028.4616	4875.7137	1638.3	821.1268	1475.3977	927.6324	1238.837	523.0364	965.7856	2759.0685	881.9479	1577.167	1721.6144	3228.6763	1913.3247	2238.8311	2212.2186	1005.048	2679.2453	2712.8408	5344.8922	1895.9538	1050.271	1990.3587	1294.9912	2611.3767	7375.3182	11314.5455	306.9196	1879.0566	726.9252	2136.4486	961.6919	903.2258	845.6078	1583.4013	4345.3189	3759.8372	5838.5406	1866.9093	688.1629	4428.895	1511.8644	183.6399	1399.3697	809.2486	2432.9649	685.3798	787.4477	2252.414	2499.1497	2380.8438	1508.4083	8196.3589	1331.0217	1843.8476	445.9566	1794.9283	5708.0994
RICTOR	2241.5946	418.7356	478.1514	807.1263	629.2726	383.0726	653.1289	643.9226	477.2727	1183.9144	909.0331	774.8786	298.0769	772.6615	374.5801	485.6614	517.1798	626.2395	716.9368	669.3966	490.2431	452.3496	562.556	923.4742	352.2013	883.0984	815.6802	1317.2444	873.0339	1240.9315	1357.5147	262.1564	883.5799	370.5463	821.4748	784.3752	376.6651	520.4442	1010.1597	647.3175	616.6823	266.8593	461.2222	259.9306	551.3703	662.5239	396.2369	341.2121	635.0446	488.0298	943.2004	1022.4299	980.0479	1026.8817	585.6256	811.2834	444.3691	317.5034	543.0772	625.1848	1032.7074	686.1314	840.678	729.7742	790.6348	894.7977	703.9885	747.9676	802.5105	669.4901	1340.9864	551.8814	646.8518	690.0737	828.479	956.2773	922.2717	495.0386	538.0914
JUN	2680.1153	1802.1736	2634.2764	2326.8784	2050.4452	1877.2563	12417.7373	4729.125	6991.5433	7498.2734	2449.7455	4081.9175	2405.543	1879.332	6726.8574	6610.5458	1895.5823	3607.1701	721.635	4896.9828	15897.2649	2966.1836	5674.1316	2474.6479	3772.845	2193.0593	3996.3655	1791.5753	3463.5966	4228.8401	6425.5248	2627.907	2436.2624	5681.7102	2377.749	1188.8888	1832.7974	2109.5406	4645.8636	3678.9798	5478.4442	4257.2254	3355.6345	1402.6224	6171.4594	3266.2524	3379.3027	5647.2727	1808.0357	2582.0181	2960.6772	3884.1121	539.9042	2586.0215	1116.2378	1369.3904	2648.5753	382.6323	3332.8823	914.1167	3304.6637	1139.6929	6413.5593	936.1448	1147.231	3442.7746	1563.6713	3092.3632	2869.4561	1044.2148	4733.8435	1518.8141	6830.6609	6192.0243	4259.362	2962.5234	5209.4565	8607.4972	9732.1572
EIF4E	460.6148	371.2252	516.0717	1129.3571	822.0782	344.5648	421.4671	753.3962	1066.5962	274.4792	697.8372	975.1214	510.7466	720.5329	646.5135	977.7983	460.5087	671.2433	1396.7583	475.431	369.302	671.9368	811.7846	881.6901	404.7355	785.5028	827.1028	896.007	676.504	442.9019	367.4223	423.3615	430.6106	374.865	542.044	843.7637	533.7621	620.8985	844.7025	718.1179	942.8304	473.025	872.3603	577.3236	1123.8018	568.3556	452.9054	712.1212	404.0179	526.3345	425.9967	564.486	377.494	430.1075	1008.8731	823.8722	529.1723	578.019	758.3399	305.3123	1159.5961	323.6849	767.7966	568.2668	1108.8098	597.6879	1058.6257	395.8013	352.3013	1143.1476	768.7075	705.8153	687.1334	661.8986	423.0236	374.1412	468.9872	442.6681	981.5557
CHEK1	85.4947	125.218	73.4706	118.5128	120.713	462.0939	196.0215	47.9372	252.1142	470.9814	122.7735	89.8058	328.0543	97.3067	93.5107	135.0601	224.8996	104.5004	65.774	408.6207	139.2981	136.144	174.7785	154.4601	252.3122	143.5509	150.5711	79.8596	89.5087	411.1061	147.1033	68.7104	166.4476	189.16	90.5563	200.0157	274.2306	62.5946	56.6038	135.8839	347.2352	126.2042	92.693	56.3054	99.9055	219.4073	206.7515	693.9394	139.5089	129.8103	96.6685	205.6075	114.9242	134.4086	123.3363	93.7172	141.1126	225.2374	237.4041	84.632	91.6933	87.0878	93.2203	76.5665	95.4525	73.9884	276.79	62.5877	92.887	159.9187	89.2857	79.8176	75.088	899.003	79.5192	210.4934	53.3892	107.4972	246.5918
CDH1	14.8895	10.871	23.7002	41.0534	0	0	2.0721	0	2.6427	12.4763	3.1807	1.8204	0	1.5446	0	1.8501	8.4784	2.2883	0.9396	0.431	2.6996	0	2.7869	0.4695	0.37	0	2.0768	1.3164	1.9458	36.2741	0	0.5285	0	0	9.0556	0	0	0	0	0.4398	0.4686	4.817	0	419.9769	14.0408	1.912	1.3282	0	0	0	0	0	7.5818	0	2.6619	0	0	2.7137	0	8.6452	6.4834	1.5102	1.6949	0	2.4013	0	0.4805	2.2038	20.9205	0	1.7007	0.5701	3.5197	3.4677	13.8696	1.2492	246.7068	8.8203	1.2029
STAT3	1977.9059	2609.8502	3786.6983	2185.1278	2059.9458	913.3574	4825.5284	1826.7138	3488.9006	3479.5589	606.8702	3791.2621	2781.6742	2126.0739	2738.6806	3064.7549	2243.195	2557.5896	2163.9652	3458.1897	4480.7567	1984.6289	3288.942	3260.5634	1867.5546	3871.6096	5975.0779	2835.0154	2944.0571	5187.6399	5045.1721	4206.6596	3126.8956	2015.9793	2569.2109	2550.9004	1963.2522	2940.4341	1927.4311	2175.9015	1713.2146	2908.4778	2988.6003	2331.2765	2539.2197	3142.4474	2137.0227	2003.0303	1856.0268	3428.9768	2120.6991	2400	1578.6113	2123.6559	2343.3895	1929.8287	1851.4247	778.8331	1092.9197	1742.6914	3104.1425	1315.3788	2888.1356	3419.1715	4143.4789	2375.7225	1080.2499	3897.1886	3124.6862	1794.3419	3687.9252	3339.7948	3281.1889	2617.6853	3703.6523	1979.3879	2379.4818	3175.3032	3583.8011
ACACA	2329.0106	1393.5038	2093.3195	263.3617	977.9992	2931.0068	909.2416	1616.606	1273.7844	1067.1717	924.9364	1657.767	1888.009	1124.0467	174.6608	731.7299	1494.8684	965.6751	1856.2368	3425	629.0013	1088.274	1372.7481	1651.6432	1207.1772	1072.1308	1013.4995	1351.0312	1372.4664	3643.5289	1605.3736	690.8034	962.2491	1667.8903	763.26	2534.0923	1216.3528	1413.9324	650.2177	1781.8821	990.6279	1748.5549	743.7862	2033.1662	1641.1503	1217.9732	1784.6154	2229.697	1157.3661	739.8475	974.8771	1067.2897	1250.5986	1349.4624	972.4933	863.5039	2225.2374	649.9322	1573.2631	929.1321	1805.154	974.5784	764.4068	2116.9433	677.1724	1283.237	463.7194	1038.8683	2173.2218	1203.4559	676.0204	1420.7526	1540.086	924.1439	663.8927	1151.7801	1080.3455	386.9901	608.6608
WWTR1	74.8655	573.6195	51.7968	44.0434	59.4903	281.9695	219.5441	256.1479	29.0698	875.8516	66.5967	126.7415	216.2613	82.4906	79.5378	171.9056	122.838	57.849	109.3916	332.4224	191.4486	267.365	286.4258	210.1831	295.5346	193.9169	251.8744	168.8635	115.8294	160.7747	198.1797	61.7495	117.5153	176.2211	66.4942	87.9285	525.2825	92.3877	17.4165	242.2823	218.3083	83.4875	85.8157	235.8851	80.189	99.675	135.0614	537.6909	63.4375	137.6698	72.0317	57.3458	607.2426	43.0108	31.0559	144.1287	137.5577	130.2578	102.4589	128.3267	91.3691	146.9721	72.0847	241.9261	66.0363	83.4798	219.6828	127.3043	200.5523	290.1169	71.5816	334.7035	240.9542	991.5951	274.6833	50.8869	515.4078	88.4509	108.7009
FOXO3	682.5168	1068.1784	473.4113	419.055	657.7743	222.2222	4468.2967	686.0801	640.0634	257.9926	581.4249	570.9951	255.0905	542.5234	421.8729	1294.1721	306.5596	453.0892	1022.3162	620.2586	2387.5053	375.9332	873.8927	623.0047	421.3836	643.3732	563.8629	1245.283	865.8991	614.8679	683.1234	728.3298	331.2389	221.1185	558.8616	457.1787	413.8723	446.2393	423.8026	266.051	622.3055	527.9383	705.6625	343.6174	462.8055	656.3098	542.3354	875.7576	430.8036	732.0447	605.1338	650.4673	618.1165	752.6882	855.3682	505.4202	206.2415	861.6011	1024.6507	544.1929	810.4206	351.8752	1813.5593	1816.6592	686.7777	1564.1618	726.0932	621.4698	609.205	452.6512	1237.2449	773.6602	796.6367	513.2206	656.4956	450.9681	1292.8553	1445.9757	1327.1852
GSK3B	1229.5869	2869.5467	1071.2487	597.2115	544.8853	951.4641	852.8802	1532.2909	929.1755	847.4992	804.7074	1371.3592	851.81	983.4926	891.576	1603.1452	711.2896	570.5568	853.6528	1918.1034	800.1544	832.6746	1871.6035	1668.5446	1431.0026	921.9472	1654.7248	1131.6367	867.1964	1000.4478	898.7406	415.9619	882.7518	1343.9862	751.6171	974.3061	1540.1929	1381.1206	606.6763	1498.241	1880.9747	847.7842	656.3259	1231.7779	851.6268	1205.5449	1428.2236	792.1212	966.5179	964.7101	728.5636	749.5327	1699.9202	688.172	622.0053	1290.1271	501.3569	1432.8358	648.2484	1215.7889	817.8302	1263.0254	1372.8814	1666.5171	757.0164	1005.7803	1049.4954	1012.8635	895.3975	1720.4811	1250.8503	2610.6043	832.2253	775.466	1110.0324	820.737	1460.3507	1380.3749	884.5229
GSK3A	1330.4515	1910.0785	3095.8377	3178.1565	1719.0432	2749.6992	1293.8251	3090.7603	3061.3108	1764.5093	2598.6005	2151.699	2147.6244	2878.6562	3117.5601	2458.8344	2343.1504	2454.6148	1485.5532	1866.3793	1404.3196	3512.0773	2383.5971	1803.2864	1559.3785	1361.6013	1741.9522	2373.4094	3237.879	2153.605	1209.068	2505.814	1288.5195	2458.2164	2646.8305	1366.4937	2502.5264	2122.6653	2801.1611	2799.4723	2717.4321	1158.9595	2450.3831	1951.7933	1665.9916	2276.7686	3424.0177	2378.1818	1195.3125	2571.3779	1152.3758	1244.8598	2193.5355	1510.7527	1667.2582	2848.8169	2620.0814	2772.0488	2351.8992	2042.0885	1758.8443	2270.8281	2601.6949	1394.9454	2521.3868	2040.4624	2748.6785	2757.3866	1251.046	1768.5922	2693.0272	2105.4732	2262.0258	1108.7993	2338.4189	3181.7614	1291.4595	2267.3649	2990.3769
PTK2	1877.0413	2036.9071	1475.337	2117.7382	1308.2835	1176.0931	1341.0692	3146.517	1372.093	2301.437	1956.743	1983.0097	1241.5158	2430.3504	936.7191	1716.9288	2375.7251	1587.3379	1600.1879	2291.8103	1630.0042	3401.8445	2261.3716	2488.2629	2152.0533	3233.9216	2496.8847	1324.7038	2351.8729	1929.2432	3058.9421	1202.9598	2673.9263	1655.7979	1203.1048	2400.1883	1596.2333	1956.5876	1185.7765	2532.9815	2460.1687	1614.6435	1461.4091	2876.5908	2311.3271	1454.5889	1690.3154	2933.3333	1562.5	1290.2997	2301.4746	1147.6636	3703.9106	1913.9785	2597.1606	1373.5867	1955.9023	1940.2985	1777.4552	1554.3169	1918.1498	1517.2414	1279.661	2177.9572	1219.2706	1895.9538	1325.8049	1845.8975	2652.7197	1451.4654	1236.3946	1054.732	2503.3242	2140.4421	1601.4794	2004.9969	3126.9301	1952.591	2314.7554
PARK7	13786.7435	1424.1037	5949.3408	6998.4508	8410.7932	4556.7589	4220.8869	2773.8987	6104.1226	12331.5139	7330.7888	4669.9029	6134.0498	4810.5029	8160.1505	5157.2618	5957.6082	8222.7307	7170.3077	3924.569	4958.0418	6675.4502	4295.8097	3829.5775	4231.5945	5131.8252	1983.3853	3630.1009	8023.9987	2804.2991	4077.246	5664.3763	7331.1458	5894.1913	6267.7878	4736.5059	4526.4125	4440.6865	6280.1161	3892.2603	4592.3149	8292.8709	3695.0103	6130.3509	5738.8956	3064.5315	7036.6353	4730.9091	6375	4473.1335	8330.9667	5693.4579	4173.5834	8408.6022	11118.8997	3583.1682	5689.2809	8104.4776	8041.6011	6826.9821	6205.0434	5108.4823	4838.9831	5640.7956	7749.6623	6638.1503	2972.6093	4055.421	5683.682	3700.4913	4261.0544	3071.8358	3930.7783	4255.3099	3642.1637	4742.6608	3019.1049	2312.5689	5643.9455
TGM2	523.5351	5660.9832	904.1623	738.1875	5784.1668	1540.714	901.782	813.5727	667.5476	34847.722	1248.0916	6696.6019	524.3213	3423.8826	570.2002	1393.1545	4324.855	4558.3524	1236.5516	714.2241	21280.2201	739.5696	3240.7684	4563.3803	2236.774	4310.79	43615.2648	1028.9601	860.7102	7918.0475	5638.9589	3198.203	9341.7661	588.2099	1578.2665	358.5715	2248.5071	2603.2307	715.5298	3824.5383	428.3037	1685.9345	37244.6272	344.7744	539.4897	1209.847	962.4792	4663.6364	2540.1786	5550.6295	4798.4708	10057.9439	858.34	1962.3656	5346.9388	1343.7464	1299.8643	318.8602	1794.6762	1345.922	1161.4485	2171.6587	6364.4068	2753.4021	3680.6243	1376.8786	715.0408	7993.6002	7479.4979	378.1128	1166.6667	423.6032	1131.7951	12524.4907	7533.5183	1850.0937	4772.5726	4773.4289	2238.5726
BCL2	41.7867	59.1867	8.8876	36.4059	66.5039	53.7505	314.9606	104.7139	60.2537	76.1947	48.9822	128.6408	107.4661	24.3267	40.8437	85.1064	50.4239	190.6941	35.7059	66.8103	548.014	65.437	116.6517	75.5869	48.0947	34.5849	196.2617	41.6849	43.4571	28.661	26.1965	61.8393	74.5288	38.8685	59.5084	67.7924	17.4552	37.8597	44.9927	22.4274	28.1162	149.3256	6.7277	9.2557	18.901	97.0363	74.8201	185.4545	6.6964	57.457	61.7149	29.9065	16.3607	69.8925	124.2236	21.4477	42.7408	213.0258	34.442	37.7659	42.605	37.7548	225.4237	9.5708	32.4178	129.4798	35.5598	83.7442	66.1088	31.1706	18.7075	47.3204	45.7567	257.0438	151.1789	49.3442	990.3167	42.4476	30.0722
PRRT2	77.8098	66.8366	78.2106	322.2308	2.2354	14.0393	211.7696	17.339	34.8837	22.2792	54.0712	88.5922	16.9683	102.7126	19.8845	158.1869	47.3003	108.3143	3.2887	20.6897	18.3571	26.3505	40.6091	42.2535	77.3215	72.0123	41.5369	95.2172	125.831	15.674	45.0042	7.9281	60.4511	6.0462	54.3338	45.3817	28.9389	109.5406	39.1872	18.0299	122.3055	14.4509	220.5195	150.7906	30.7817	12.4283	211.1787	46.0606	36.8304	11.3495	86.8378	437.3832	106.1453	26.8817	19.5209	43.3617	227.2727	120.7598	53.5082	39.1309	5.5572	76.5165	35.5932	150.1421	32.4178	69.3642	75.925	117.6826	83.682	60.9859	1953.2313	200.6842	120.4537	54.6164	72.5844	52.4672	30.0096	64.4983	11.2269
RAB11B	2706.9693	1636.6925	2537.1056	3472.4477	2637.8036	2105.4954	3326.5644	3165.5559	2895.8774	1099.2536	2850.5089	2804.0049	4227.9412	2216.8163	2603.2514	3703.0527	3041.9456	2293.669	1651.3977	3045.2586	3113.1514	3723.3202	2867.3236	2733.3333	1538.6607	2490.5839	3671.8588	2269.8552	3664.6668	1985.1948	2186.398	3483.055	1619.7087	2479.81	2917.2057	1999.0363	3383.9734	2313.9828	2686.5022	2045.2946	3122.7741	2362.2351	2356.1951	2154.2615	1923.0026	1992.8298	2782.9552	2442.4242	2402.9018	2359.9929	1547.2419	2601.8692	1817.6377	2795.6989	2474.5785	2314.3723	2034.5997	2556.3094	2009.939	2535.7752	1831.0041	3996.9796	4427.1186	1497.8316	2266.2464	2833.526	2153.7722	2401.6722	1785.7741	2332.3734	3271.2585	3399.6579	2601.8772	3007.8023	2484.0499	3143.0356	2343.1911	2878.1533	2122.6744
RAB11A	12362.6321	3924.0357	7361.8723	7803.2533	2566.2699	7095.0662	2143.8044	8290.4179	10323.9958	3295.0874	14767.1756	2509.1019	3959.276	5188.9178	3902.7274	5019.4265	4872.3784	10031.2738	11349.7768	3681.8966	3247.0504	5413.2631	3400.418	4636.1502	7122.0866	3511.548	4215.4725	10953.0496	10329.82	7095.3874	5357.5147	9607.2939	4995.0832	9561.6498	6432.0828	6058.1782	4698.2085	6153.4578	6561.6836	4440.6332	6977.0384	3151.2524	7639.6935	6115.3105	11399.487	4307.8394	7571.0017	4512.1212	5771.2054	7605.6038	4116.876	3583.1776	4288.9066	8489.2473	5321.2067	13150.2506	4957.9376	3507.4627	6297.3578	6311.9099	6413.4372	3228.7944	4311.8644	4225.5122	13754.7651	6086.7052	9971.6482	3511.5247	5271.1297	6076.91	4772.9592	4685.8609	5856.8635	2794.5384	2959.7781	6970.0187	2397.9761	3975.1929	9044.9078
ETS1	566.7627	1218.7622	268.4047	456.2355	1149.0094	938.6282	2765.0228	1271.5261	489.9577	820.7642	581.4249	944.1748	346.7195	481.5137	580.9485	1574.4681	354.3061	987.0328	1027.4841	152.5862	2832.3955	473.8691	1034.7367	806.1033	380.6881	939.0027	1119.4185	626.1518	388.5195	493.5065	871.8724	75.0529	1441.7175	377.4563	279.4308	472.8662	201.6537	368.5008	357.0392	270.8883	368.791	1439.3064	164.4552	207.8673	319.6976	264.8184	573.7687	1339.3939	276.7857	1217.9464	904.4238	820.5607	408.2203	1553.7634	1479.1482	476.5124	728.6296	289.0095	209.1124	263.4513	679.364	425.8747	1196.6102	192.6125	518.6853	673.9884	351.2734	1349.6032	1309.6234	1050.3134	121.5986	474.3444	473.993	5161.2484	1604.2534	415.3654	2328.1863	1329.6582	1003.6087
ACACB	2377.5216	1782.0421	2263.9609	2865.2208	1472.0285	4442.4388	1076.2536	1978.345	1617.3362	220.1181	1294.5293	2143.2039	2622.7376	2112.9453	2870.8854	860.3145	2304.7747	1869.5652	1723.2793	4462.069	1064.173	1584.9802	783.5175	1446.4789	2479.4673	1574.7957	1084.6314	2126.81	2667.7477	571.4286	888.665	2098.8372	824.785	2104.0812	1280.7245	1632.621	3003.6748	975.7698	1239.4775	808.7071	535.6139	1401.7341	1681.9286	455.0713	1684.3526	703.1549	2284.4494	653.3333	2244.4196	966.8381	1432.0044	895.3271	2609.3376	1559.1398	1736.4685	1541.9047	2236.0923	991.8589	1704.8809	1250.3697	1716.2393	2163.6043	961.0169	876.9254	958.127	1166.474	3074.0029	2323.2392	1825.1046	3367.7791	1130.9524	1829.5325	2443.0974	231.9029	1856.2182	1303.5603	3671.6392	673.6494	2495.9904
